Author,Year,Title,Journal,Keywords,JEL.Codes,Date.Created,Article.Link
"Erik Liss, Martin Korpi and Karl Wennberg",2023,Absolute income mobility and the effect of parent generation inequality: An extended decomposition approach,European Economic Review ,Economic history; Absolute mobility; Income decomposition; Intergenerational income mobility; Social mobility;,D31; E24; J62; N30,2023-02-07,https://econpapers.repec.org/article/eeeeecrev/v_3a152_3ay_3a2023_3ai_3ac_3as0014292122002392.htm
Era Dabla-Norris and Frederico Lima,2023,Macroeconomic effects of tax rate and base changes: Evidence from fiscal consolidations,European Economic Review ,Tax multiplier; Tax base; Tax rate; Narrative;,E32; E62; H24; H25; N10,2023-04-20,https://econpapers.repec.org/article/eeeeecrev/v_3a153_3ay_3a2023_3ai_3ac_3as0014292123000284.htm
Justin T Callais and Vincent Geloso,2023,The political economy of lighthouses in antebellum America,European Economic Review ,Lighthouse; Public goods; American economic history; Public interest; Public choice;,D72; H41; L51; N31,2023-05-08,https://econpapers.repec.org/article/eeeeecrev/v_3a154_3ay_3a2023_3ai_3ac_3as0014292123000545.htm
Yeonha Jung,2023,Formation of the legacy of slavery: Evidence from the US South,European Economic Review ,Slavery; Post-Reconstruction; Return to human capital; Anti-enticement laws;,J24; N31; O15,2023-05-08,https://econpapers.repec.org/article/eeeeecrev/v_3a154_3ay_3a2023_3ai_3ac_3as0014292123000387.htm
Jon Egeris Karstoft and Hans Jørgen Whitta-Jacobsen,2023,How do wealth–income ratios react to slowing growth in the long run? On Piketty’s second fundamental law of capitalism,European Economic Review ,Capital; Growth slowdown; Capital accumulation; Wealth–income ratios;,E22; E23; E24; E25; N10,2023-07-07,https://econpapers.repec.org/article/eeeeecrev/v_3a156_3ay_3a2023_3ai_3ac_3as0014292123001009.htm
"Tue Gørgens, Xin Meng and Rhema Vaithianathan",2012,Stunting and selection effects of famine: A case study of the Great Chinese Famine,Journal of Development Economics ,Famine; Height; China; Panel data;,C33; I12; N95; O15,2012-10-12,https://econpapers.repec.org/article/eeedeveco/v_3a97_3ay_3a2012_3ai_3a1_3ap_3a99-111.htm
"Eugenia Chernina, Paul Castañeda Dower and Andrei Markevich",2014,"Property rights, land liquidity, and internal migration",Journal of Development Economics ,Property rights; Migration; Stolypin; Land liquidity; Land titles;,J61; N33; N53; O12; O13,2014-09-24,https://econpapers.repec.org/article/eeedeveco/v_3a110_3ay_3a2014_3ai_3ac_3ap_3a191-215.htm
Yannay Spitzer and Ariell Zimran,2018,"Migrant self-selection: Anthropometric evidence from the mass migration of Italians to the United States, 1907–1925",Journal of Development Economics ,Migration; Migrant selection; Stature;,F22; J61; N30; O15,2018-09-19,https://econpapers.repec.org/article/eeedeveco/v_3a134_3ay_3a2018_3ai_3ac_3ap_3a226-247.htm
Rossella Calvi and Federico G. Mantovanelli,2018,Long-term effects of access to health care: Medical missions in colonial India,Journal of Development Economics ,India; Health; Historical persistence; Protestant missions;,I14; I15; N35; Z12,2018-11-13,https://econpapers.repec.org/article/eeedeveco/v_3a135_3ay_3a2018_3ai_3ac_3ap_3a285-303.htm
Emily A. Sellars and Jennifer Alix-Garcia,2018,"Labor scarcity, land tenure, and historical legacy: Evidence from Mexico",Journal of Development Economics ,Economic history; Institutional development; Population dynamics; Land tenure;,N26; O12; Q15,2018-11-13,https://econpapers.repec.org/article/eeedeveco/v_3a135_3ay_3a2018_3ai_3ac_3ap_3a504-516.htm
Hyunjoo Yang,2019,Family clans and public goods: Evidence from the New Village Beautification Project in South Korea,Journal of Development Economics ,Social capital; Family clans; South Korea;,N25; O12,2019-01-05,https://econpapers.repec.org/article/eeedeveco/v_3a136_3ay_3a2019_3ai_3ac_3ap_3a34-50.htm
Graziella Bertocchi and Arcangelo Dimico,2019,"The long-term determinants of female HIV infection in Africa: The slave trade, polygyny, and sexual behavior",Journal of Development Economics ,HIV; Slave trade; Sexual behavior; Polygyny;,I15; J12; N37; O10,2019-09-29,https://econpapers.repec.org/article/eeedeveco/v_3a140_3ay_3a2019_3ai_3ac_3ap_3a90-105.htm
"Dozie Okoye, Roland Pongou and Tite Yokossi",2019,"New technology, better economy? The heterogeneous impact of colonial railroads in Nigeria",Journal of Development Economics ,Impact heterogeneity; Colonial investments; Railway; Africa; Long-run effects; Development; Nigeria;,N30; N37; O15; O18,2019-09-29,https://econpapers.repec.org/article/eeedeveco/v_3a140_3ay_3a2019_3ai_3ac_3ap_3a320-354.htm
Saurabh Singhal,2019,Early life shocks and mental health: The long-term effect of war in Vietnam,Journal of Development Economics ,Early-life; Mental health; Conflict; Vietnam;,H56; I1; I15; I31; N35; O12,2020-01-24,https://econpapers.repec.org/article/eeedeveco/v_3a141_3ay_3a2019_3ai_3ac_3as0304387818302268.htm
Ying Bai,2019,Farewell to confucianism: The modernizing effect of dismantling China's imperial examination system,Journal of Development Economics ,Imperial civil examination; Incentive; Modern firms; Overseas study;,N95; O10; O31,2020-01-24,https://econpapers.repec.org/article/eeedeveco/v_3a141_3ay_3a2019_3ai_3ac_3as0304387818315475.htm
Daphne Alvarez-Villa and Jenny Guardado,2020,The long-run influence of institutions governing trade: Evidence from smuggling ports in colonial Mexico,Journal of Development Economics ,Colonial trade; Institutions and growth; Smuggling and contraband trade; Mexico;,N46; N76; O17; O43,2020-04-23,https://econpapers.repec.org/article/eeedeveco/v_3a144_3ay_3a2020_3ai_3ac_3as0304387820300286.htm
Junichi Yamasaki,2020,Time horizon of government and public goods investment: Evidence from Japan,Journal of Development Economics ,Public goods provision; Extractive institutions; Time horizon effect;,H41; N45,2020-09-03,https://econpapers.repec.org/article/eeedeveco/v_3a146_3ay_3a2020_3ai_3ac_3as0304387820300936.htm
Daniel Oto-Peralías,2020,"Frontiers, warfare and economic geography: The case of Spain",Journal of Development Economics ,Frontiers; Warfare; Economic geography; Spain; Europe; Spatial discontinuity;,C14; N90; O1; R10,2020-09-03,https://econpapers.repec.org/article/eeedeveco/v_3a146_3ay_3a2020_3ai_3ac_3as0304387820300869.htm
Hiroyuki Kasahara and Bingjing Li,2020,"Grain exports and the causes of China's Great Famine, 1959–1961: County-level evidence",Journal of Development Economics ,Famine severity; Over-export; County-level data; Bartik-style export shocks; Grain procurement; Distance to railways; Chinese Communist Party members;,F14; N45; O24; P2; P3,2020-09-03,https://econpapers.repec.org/article/eeedeveco/v_3a146_3ay_3a2020_3ai_3ac_3as0304387820300882.htm
Shiqi Guo,2020,The legacy effect of unexploded bombs on educational attainment in Laos,Journal of Development Economics ,Conflict; Unexploded ordnance; Legacy effect; Education; Human capital; Laos;,I20; N35; N45; O12; O15,2020-10-20,https://econpapers.repec.org/article/eeedeveco/v_3a147_3ay_3a2020_3ai_3ac_3as0304387820301024.htm
"Sebnem Kalemli-Özcan, Nikolsko–Rzhevskyy, Alex and Jun Hee Kwak",2020,Does trade cause capital to flow? Evidence from historical rainfall,Journal of Development Economics ,FDI; Exports; Default; Empire; Rainfall;,F10; F30; F40; N10; N20; N70,2020-10-20,https://econpapers.repec.org/article/eeedeveco/v_3a147_3ay_3a2020_3ai_3ac_3as0304387820301127.htm
Aldo Elizalde,2020,On the economic effects of Indigenous institutions: Evidence from Mexico,Journal of Development Economics ,Institutions; Economic development; Ancestral land; Mexico;,N20; N26; O10,2020-10-20,https://econpapers.repec.org/article/eeedeveco/v_3a147_3ay_3a2020_3ai_3ac_3as030438782030105x.htm
"Evelina Bonnier, Jonas Poulsen, Thorsten Rogall and Miri Stryjan",2020,Preparing for genocide: Quasi-experimental evidence from Rwanda,Journal of Development Economics ,Genocide; Conflict; Political elites; Industrial organization of conflict; Collective action; Community meetings;,D74; I38; N47,2020-10-20,https://econpapers.repec.org/article/eeedeveco/v_3a147_3ay_3a2020_3ai_3ac_3as0304387820301085.htm
"Facundo Alvaredo, Denis Cogneau and Thomas Piketty",2021,"Income inequality under colonial rule. Evidence from French Algeria, Cameroon, Tunisia, and Vietnam and comparisons with British colonies 1920–1960",Journal of Development Economics ,Inequality; Top incomes; Colonialism; Africa; Asia;,N3; N35; N37; O15; O53; O55,2021-09-04,https://econpapers.repec.org/article/eeedeveco/v_3a152_3ay_3a2021_3ai_3ac_3as0304387821000584.htm
"Frances Lu, Sameem Siddiqui and Prashant Bharadwaj",2021,Marriage outcomes of displaced women,Journal of Development Economics ,Marriage; Forced migration; Pakistan;,D74; J12; N35; O15,2021-09-04,https://econpapers.repec.org/article/eeedeveco/v_3a152_3ay_3a2021_3ai_3ac_3as0304387821000626.htm
Duman Bahrami-Rad,2021,"Keeping it in the family: Female inheritance, inmarriage, and the status of women",Journal of Development Economics ,Female inheritance; Culture; Gender inequality; Marriage; Female economic participation;,D01; J12; J16; N30; Z12; Z13,2021-11-13,https://econpapers.repec.org/article/eeedeveco/v_3a153_3ay_3a2021_3ai_3ac_3as0304387821000882.htm
Heitor Pellegrina,2022,"Trade, productivity, and the spatial organization of agriculture: Evidence from Brazil",Journal of Development Economics ,Agriculture; Trade; Spatial economics;,N5; N7; O1; Q1,2022-04-13,https://econpapers.repec.org/article/eeedeveco/v_3a156_3ay_3a2022_3ai_3ac_3as030438782100167x.htm
"Nora Cheng, Elliott Fan and Tsong-Min Wu",2022,Sweet unbinding: Sugarcane cultivation and the demise of foot-binding,Journal of Development Economics ,Foot-binding; Social norm; Gender role; Sugarcane;,J16; N35; Z13,2022-06-12,https://econpapers.repec.org/article/eeedeveco/v_3a157_3ay_3a2022_3ai_3ac_3as0304387822000463.htm
Miquel Pellicer and Vimal Ranchhod,2023,Understanding the effects of racial classification in Apartheid South Africa,Journal of Development Economics ,Discrimination; South Africa; Apartheid; Racial classification; Causal effect of racial classification;,E24; J15; J7; N37,2022-12-11,https://econpapers.repec.org/article/eeedeveco/v_3a160_3ay_3a2023_3ai_3ac_3as0304387822001407.htm
Brian Marein,2023,Public health departments and the mortality transition in Latin America: Evidence from Puerto Rico,Journal of Development Economics ,Public health; Demographic transition; Latin America;,I15; I18; N32; N36,2022-12-11,https://econpapers.repec.org/article/eeedeveco/v_3a160_3ay_3a2023_3ai_3ac_3as0304387822001225.htm
"Shiyu Bo, Cong Liu and Yan Zhou",2023,Military investment and the rise of industrial clusters: Evidence from China’s self-strengthening movement,Journal of Development Economics ,Industrialization; Military investment; Industrial policy; Industrial clusters; Input–output linkages;,H56; L52; N65; O14; O25; R11,2023-02-07,https://econpapers.repec.org/article/eeedeveco/v_3a161_3ay_3a2023_3ai_3ac_3as0304387822001572.htm
"Zhi-An Hu, Jinghong Li and Zhuo Nie",2023,Long Live friendship? The long-term impact of Soviet aid on Sino-Russian trade,Journal of Development Economics ,Aid; Bilateral trade; Intergroup affinity;,D74; F14; F35; N45; Z10,2023-10-07,https://econpapers.repec.org/article/eeedeveco/v_3a164_3ay_3a2023_3ai_3ac_3as030438782300072x.htm
Alok Kumar and Brianne Kober,2012,"Urbanization, human capital, and cross-country productivity differences",Economics Letters ,Augmented Solow growth model; TFP; Health; Education; Urbanization;,E23; F43; N10; N30; O47,2012-10-11,https://econpapers.repec.org/article/eeeecolet/v_3a117_3ay_3a2012_3ai_3a1_3ap_3a14-17.htm
Murat Üngör,2013,De-agriculturalization as a result of productivity growth in agriculture,Economics Letters ,Structural change; Agriculture; Productivity,N10; N50; O10; O50,2014-02-11,https://econpapers.repec.org/article/eeeecolet/v_3a119_3ay_3a2013_3ai_3a2_3ap_3a141-145.htm
Maria Kuecken and Marie-Anne Valfort,2013,When do textbooks matter for achievement? Evidence from African primary schools,Economics Letters ,Textbooks; Educational quality; Sub-Saharan Africa; SACMEQ;,A12; I21; N37,2013-06-07,https://econpapers.repec.org/article/eeeecolet/v_3a119_3ay_3a2013_3ai_3a3_3ap_3a311-315.htm
"Ali Termos, George Naufal and Ismail Genc",2013,Remittance outflows and inflation: The case of the GCC countries,Economics Letters ,Remittances; Inflation; MENA; GCC;,C23; E61; F24; N15,2013-06-09,https://econpapers.repec.org/article/eeeecolet/v_3a120_3ay_3a2013_3ai_3a1_3ap_3a45-47.htm
Sanghamitra Bandyopadhyay and Elliott Green,2013,Fertility and wealth in early colonial India: Evidence from widow suicides (satis) in Bengal,Economics Letters ,Fertility; Wealth; Early colonial India;,D31; J13; N35,2013-07-17,https://econpapers.repec.org/article/eeeecolet/v_3a120_3ay_3a2013_3ai_3a2_3ap_3a302-304.htm
Costanza Biavaschi,2013,"The labor demand was downward sloping: Disentangling migrants’ inflows and outflows, 1929–1957",Economics Letters ,Migration flows; Impact of migration; Out-migration;,F22; J01; J61; N32,2013-08-26,https://econpapers.repec.org/article/eeeecolet/v_3a118_3ay_3a2013_3ai_3a3_3ap_3a531-534.htm
Kitae Sohn,2014,The human capital of black soldiers during the American Civil War,Economics Letters ,Human capital; Black soldiers; American Civil War; Age heaping; Census;,I20; N30; N31; O15,2014-01-10,https://econpapers.repec.org/article/eeeecolet/v_3a122_3ay_3a2014_3ai_3a1_3ap_3a40-43.htm
Richard Povey,2015,The welfare economics of infectious happiness,Economics Letters ,Income; Happiness; Infectiousness; Donation; Labour;,B5; D1; D6; H4; J2; N3,2015-08-06,https://econpapers.repec.org/article/eeeecolet/v_3a133_3ay_3a2015_3ai_3ac_3ap_3a1-3.htm
Jørgen Modalsli,2015,Estimating occupational mobility with covariates,Economics Letters ,Intergenerational occupational mobility; Economic history; Altham statistic;,C46; J62; N34,2015-08-06,https://econpapers.repec.org/article/eeeecolet/v_3a133_3ay_3a2015_3ai_3ac_3ap_3a77-80.htm
Lulu Gu and W. Reed,2016,Does financing of Chinese mergers and acquisitions have “Chinese characteristics”?,Economics Letters ,Mergers and acquisitions (M&As); Foreign ownership restrictions; State owned enterprises (SOEs); M&A financing; Chinese firms;,G28; G34; N20,2016-02-17,https://econpapers.repec.org/article/eeeecolet/v_3a139_3ay_3a2016_3ai_3ac_3ap_3a11-14.htm
David Le Bris and Amir Rezaee,2017,Stocks and bonds during the gold standard,Economics Letters ,Stock-bond correlation; AG DCC GARCH model; Inflation; Paris bourse;,G11; G14; N23,2017-10-07,https://econpapers.repec.org/article/eeeecolet/v_3a159_3ay_3a2017_3ai_3ac_3ap_3a119-122.htm
Yang Hu and Les Oxley,2018,Do 18th century ‘bubbles’ survive the scrutiny of 21st century time series econometrics?,Economics Letters ,Exuberance; Bubble; GSADF test; South Sea; Mississippi;,C12; N2,2018-01-25,https://econpapers.repec.org/article/eeeecolet/v_3a162_3ay_3a2018_3ai_3ac_3ap_3a131-134.htm
Kalle Kappner,2018,Persistent shocks to urban density: Evidence from the Berlin air raids,Economics Letters ,Durable housing; Persistent shock; Population density; Vintage effect;,J1; N9; R1,2018-07-03,https://econpapers.repec.org/article/eeeecolet/v_3a168_3ay_3a2018_3ai_3ac_3ap_3a37-41.htm
Luciano Campos and Agustin Casas,2020,Populism and income redistribution,Economics Letters ,Macroeconomics of populism; Income redistribution; Structural VARs; Long-run restrictions; Argentina;,C32; E64; H11; N36,2020-01-28,https://econpapers.repec.org/article/eeeecolet/v_3a186_3ay_3a2020_3ai_3ac_3as016517651930388x.htm
Sok Heng Lay,2020,Bank credit and economic growth: Short-run evidence from a dynamic threshold panel model,Economics Letters ,Bank credit; Economic growth; Dynamic threshold estimation;,E51; G21; N10; O41,2020-06-21,https://econpapers.repec.org/article/eeeecolet/v_3a192_3ay_3a2020_3ai_3ac_3as0165176520301610.htm
Federico Esposito,2020,Estimating the welfare costs of autarky: A sufficient statistics approach,Economics Letters ,Embargo; Welfare costs of autarky; Armington elasticity;,F11; F14; N70,2020-09-03,https://econpapers.repec.org/article/eeeecolet/v_3a194_3ay_3a2020_3ai_3ac_3as0165176520302305.htm
Yifan Shen,2020,Measuring macroeconomic uncertainty: A historical perspective,Economics Letters ,Uncertainty shocks; Stochastic volatility; Uncertainty spillover;,E30; F40; N10,2020-11-18,https://econpapers.repec.org/article/eeeecolet/v_3a196_3ay_3a2020_3ai_3ac_3as0165176520303566.htm
Tobias A. Jopp,2020,The determinants of sovereign bond liquidity during WWI,Economics Letters ,Economic history; Financial markets; Liquidity; Sovereign bonds; WWI;,G12; N24; N44,2020-11-18,https://econpapers.repec.org/article/eeeecolet/v_3a196_3ay_3a2020_3ai_3ac_3as0165176520303372.htm
Joseph Keneck-Massil and Youssouf Nvuh-Njoya,2021,Did colonisation matter for comparative economic complexity?,Economics Letters ,Capabilities; Economic complexity index; Colonial history; Ex-settlements countries;,N10; O11; P51,2021-05-26,https://econpapers.repec.org/article/eeeecolet/v_3a203_3ay_3a2021_3ai_3ac_3as0165176521001282.htm
"Duman Bahrami-Rad, Anke Becker and Joseph Henrich",2021,Tabulated nonsense? Testing the validity of the Ethnographic Atlas,Economics Letters ,Ethnographic Atlas; Validation; Culture;,N01; N30; Z10; Z13,2021-06-17,https://econpapers.repec.org/article/eeeecolet/v_3a204_3ay_3a2021_3ai_3ac_3as0165176521001579.htm
Runzhuo Zhai and Zhaohui Lou,2022,Chinese agricultural output and TFP: 1661–2019,Economics Letters ,Agricultural growth; Labour productivity; TFP;,N15; N55; O11; O13; O47,2022-04-13,https://econpapers.repec.org/article/eeeecolet/v_3a213_3ay_3a2022_3ai_3ac_3as0165176522000805.htm
Solveig K. Erlandsen and Ragnar Juelsrud,2023,Downward nominal house price rigidity: Evidence from three centuries of data on housing transactions,Economics Letters ,House prices; Repeat sales transaction data; Price rigidity; Monetary policy; Financial crisis;,E30; N13; N14; R31,2023-04-20,https://econpapers.repec.org/article/eeeecolet/v_3a225_3ay_3a2023_3ai_3ac_3as0165176523000630.htm
