publication.year,source.title,eh,n_articles,ave_authors,sd_authors,tot_cite,ave_cite,sd_cite,M_cit,keywords,top1keyword,top2keyword,top3keyword,n_keywords,keyword_entropy,funders,top1funder,top2funder,top3funder,n_funding,n_econometric_margo,n_econometric_other,country,continent,new_keywords
2011,CLIOMETRICA,1,2,2,0,23,11.5,7.7781745930520225,17,MEDIEVAL ENGLAND;  GRAIN STORAGE;  AGRICULTURE;  INTEGRATION; UNEMPLOYMENT;  CONSUMPTION;  INCOME;  US,AGRICULTURE,CONSUMPTION,GRAIN STORAGE,8,-0,,None,None,None,0,1,2,Japan,Asia,0
2011,ECONOMIC HISTORY REVIEW,1,6,1.6666666666666665,1.632993161855452,314,52.33333333333333,96.47728575507641,248,FISCAL-POLICY;  UNITED-STATES;  GOLD STANDARD;  DEFICITS; INDUSTRIAL-RESEARCH;  GROWTH;  INSTITUTIONS;  INNOVATION;  RENEWAL; 2ND-WORLD-WAR; GREAT DIVERGENCE;  HANDICRAFT; INSTITUTIONS;  BUSINESS,BUSINESS,DEFICITS,GOLD STANDARD,14,-0,,None,None,None,0,0,3,Japan,Asia,3
2011,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,17,17,NA,17,INTELLECTUAL PROPERTY-RIGHTS;  COMPARATIVE ADVANTAGE;  MARKET VALUE;  DIFFUSION;  INNOVATION;  INSTITUTIONS;  FRONTIER;  GROWTH;  PERIOD;  TRADE,COMPARATIVE ADVANTAGE,DIFFUSION,FRONTIER,10,-0,,None,None,None,0,0,1,Japan,Asia,3
2011,JOURNAL OF ECONOMIC LITERATURE,0,1,3,NA,1003,1003,NA,1003,MARGINAL TAX RATES;  UNITED-STATES;  WEALTH CONCENTRATION;  INEQUALITY;  EVOLUTION;  SHARES;  COMPENSATION;  ECONOMICS;  EARNINGS;  FRANCE,COMPENSATION,EARNINGS,ECONOMICS,10,-0,,None,None,None,0,0,1,Japan,Asia,2
2011,JOURNAL OF INTERDISCIPLINARY HISTORY,1,2,1,0,0,0,0,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2012,ECONOMIC HISTORY REVIEW,1,3,1,0,12,4,6.928203230275509,12,STANDARD;  LESSONS;  ERA,ERA,LESSONS,STANDARD,3,-0,,None,None,None,0,0,0,Japan,Asia,1
2012,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,2,2,NA,2,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2013,ECONOMIC HISTORY REVIEW,1,4,1.25,0.5,10,2.5,5,10,PUTTING-OUT SYSTEM;  TECHNICAL-EDUCATION;  INDUSTRY;  LABOR;  INDUSTRIALIZATION;  LANCASHIRE;  SCALE,INDUSTRIALIZATION,INDUSTRY,LABOR,7,-0,,None,None,None,0,0,0,Japan,Asia,2
2013,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2013,REVIEW OF ECONOMICS AND STATISTICS,0,2,2.5,0.7071067811865476,91,45.5,20.506096654409877,60,KNOWLEDGE SPILLOVERS;  MANAGEMENT-PRACTICES;  MARKET VALUE;  FIRMS;  US;  PATENT; TERM STRUCTURE MODELS;  INTEREST-RATE PARITY;  MONETARY-POLICY;  EXPECTATIONS;  REGRESSIONS;  PUZZLES;  TESTS;  RISK,EXPECTATIONS,FIRMS,INTEREST-RATE PARITY,14,-0,,None,None,None,0,0,2,Japan,Asia,5
2014,CLIOMETRICA,1,1,1,NA,2,2,NA,2,,None,None,None,0,-0,,None,None,None,0,0,1,Japan,Asia,0
2014,ECONOMIC HISTORY REVIEW,1,4,1.25,0.5,16,4,6.733003292241386,14,COLONIAL ECONOMIC-POLICY;  NIGERIA;  BRITISH; US-CIVIL-WAR;  TURNING-POINTS;  VIEWS,BRITISH,NIGERIA,TURNING-POINTS,6,-0,,None,None,None,0,0,0,Japan,Asia,1
2014,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,1.5,0.7071067811865476,25,12.5,13.435028842544403,22,INTERGENERATIONAL MOBILITY;  INEQUALITY;  BRITAIN; STEAM,BRITAIN,INEQUALITY,STEAM,4,-0,,None,None,None,0,0,2,Japan,Asia,0
2014,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,16,16,NA,16,RECOVERY;  RESCUE;  END,END,RESCUE,RECOVERY,3,-0,,None,None,None,0,1,1,Japan,Asia,1
2014,JOURNAL OF INTERDISCIPLINARY HISTORY,1,4,1,0,0,0,0,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2014,REVIEW OF ECONOMICS AND STATISTICS,0,1,3,NA,341,341,NA,341,TECHNOLOGICAL-CHANGE;  WAGE STRUCTURE;  INEQUALITY;  COMPUTERS,COMPUTERS,INEQUALITY,WAGE STRUCTURE,4,-0,,None,None,None,0,0,1,Japan,Asia,2
2015,AMERICAN ECONOMIC REVIEW,0,1,4,NA,56,56,NA,56,MANAGEMENT-PRACTICES;  MERGERS;  MARKET;  FIRM;  EFFICIENCY;  TAKEOVERS;  COUNTRIES;  SELECTION,COUNTRIES,EFFICIENCY,FIRM,8,-0,,None,None,None,0,0,1,Japan,Asia,1
2015,CLIOMETRICA,1,2,2.5,0.7071067811865476,20,10,1.4142135623730951,11,MARKET INTEGRATION;  GRAIN MARKETS;  EUROPE;  CHINA;  TRADE;  18TH-CENTURY;  ECONOMY;  WHEAT;  PRICE;  RICE; INFERENCE;  MODELS,18TH-CENTURY,CHINA,ECONOMY,12,-0,,None,None,None,0,1,1,Japan,Asia,0
2015,ECONOMIC HISTORY REVIEW,1,7,1.2857142857142858,0.48795003647426666,50,7.142857142857143,10.714920616109286,30,BOND MARKET;  JAPAN;  WAR; INDONESIA;  CITY; INCOME-DISTRIBUTION;  TOKUGAWA JAPAN;  INDIA;  PRICES;  WAGES;  GLOBALIZATION;  POVERTY;  ECONOMY;  EUROPE;  STATE; LIVING STANDARDS;  COLONIAL ORIGINS;  GROWTH;  KOREA,CITY,COLONIAL ORIGINS,ECONOMY,19,-0,,None,None,None,0,1,2,Japan,Asia,2
2015,EXPLORATIONS IN ECONOMIC HISTORY,1,2,1.5,0.7071067811865476,25,12.5,9.192388155425117,19,MARKET INTEGRATION;  GREAT DIVERGENCE;  TRADE;  VOLATILITY;  TELEGRAPH;  RAILWAYS;  INDIA; MATTER,GREAT DIVERGENCE,INDIA,RAILWAYS,8,-0,,None,None,None,0,0,1,Japan,Asia,2
2015,JOURNAL OF INTERDISCIPLINARY HISTORY,1,2,1,0,0,0,0,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2015,REVIEW OF ECONOMICS AND STATISTICS,0,1,2,NA,2,2,NA,2,FOREIGN DIRECT-INVESTMENT;  HETEROGENEOUS FIRMS;  SUPPLIER RELATIONS;  INDUSTRY MATTER;  NORTH-AMERICA;  MANAGEMENT;  MULTINATIONALS;  MARKET;  TRADE;  CAPABILITIES,CAPABILITIES,HETEROGENEOUS FIRMS,INDUSTRY MATTER,10,-0,,None,None,None,0,0,0,Japan,Asia,4
2016,ECONOMIC HISTORY REVIEW,1,3,1.3333333333333333,0.5773502691896257,13,4.333333333333334,7.505553499465135,13,LIVING STANDARDS;  EUROPE;  PRICES;  ASIA;  ENGLAND;  JAPAN,ASIA,ENGLAND,EUROPE,6,-0,,None,None,None,0,0,1,Japan,Asia,0
2016,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,2,NA,8,8,NA,8,POPULATION;  ECONOMY;  GDP,ECONOMY,GDP,POPULATION,3,-0,,None,None,None,0,1,1,Japan,Asia,0
2016,EXPLORATIONS IN ECONOMIC HISTORY,1,2,2.5,0.7071067811865476,26,13,12.727922061357855,22,MULTIPLE EQUILIBRIA;  GEOGRAPHY; LESSONS;  BUDGET,BUDGET,GEOGRAPHY,LESSONS,4,-0,,None,None,None,0,0,1,Japan,Asia,1
2016,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2016,REVIEW OF ECONOMICS AND STATISTICS,0,1,2,NA,28,28,NA,28,TAX POLICY;  ELASTICITY;  PARTICIPATION;  GROWTH,ELASTICITY,GROWTH,PARTICIPATION,4,-0,,None,None,None,0,0,1,Japan,Asia,2
2017,CLIOMETRICA,1,1,2,NA,2,2,NA,2,INTERGENERATIONAL MOBILITY;  INEQUALITY;  GROWTH;  STAGNATION;  EDUCATION,EDUCATION,GROWTH,INEQUALITY,5,-0,,None,None,None,0,0,1,Japan,Asia,0
2017,EXPLORATIONS IN ECONOMIC HISTORY,1,2,1.5,0.7071067811865476,20,10,8.48528137423857,16,CAMPAIGN CONTRIBUTIONS;  PRIVATIZED FIRMS;  DIRECTORS;  ELECTIONS; GROWTH;  TECHNOLOGY;  DIVERGENCE;  LESSONS;  HISTORY;  JAPAN;  ASIA,ASIA,DIRECTORS,DIVERGENCE,11,-0,,None,None,None,0,0,1,Japan,Asia,2
2017,REVIEW OF FINANCIAL STUDIES,0,1,4,NA,77,77,NA,77,CORPORATE GOVERNANCE;  SHAREHOLDER ACTIVISM;  INSTITUTIONAL INVESTORS,INSTITUTIONAL INVESTORS,SHAREHOLDER ACTIVISM,CORPORATE GOVERNANCE,3,-0,,None,None,None,0,0,0,Japan,Asia,2
2017,SOCIAL SCIENCE HISTORY,1,1,1,NA,3,3,NA,3,JAPANESE WAR;  PEOPLE,PEOPLE,JAPANESE WAR,None,2,-0,,None,None,None,0,0,0,Japan,Asia,1
2018,CLIOMETRICA,1,2,3,0,22,11,0,11,US ECONOMIC-GROWTH;  DIRECTED TECHNICAL CHANGE;  INFORMATION TECHNOLOGY;  EDUCATIONAL-ATTAINMENT;  CAPITAL FORMATION;  ICT DIFFUSION;  COUNTRIES;  INVESTMENT;  CONVERGENCE;  SLOWDOWN; INSURANCE PROGRAMS;  INFANT-MORTALITY;  COUNT DATA;  REGRESSION;  MODELS;  WATER;  IMPACT,CAPITAL FORMATION,CONVERGENCE,COUNT DATA,17,-0,,None,None,None,0,0,2,Japan,Asia,7
2018,ECONOMIC HISTORY REVIEW,1,6,1.6666666666666667,0.816496580927726,9,1.5,1.51657508881031,4,JAPANESE COLONIALISM;  INSTITUTIONS;  ORIGINS;  INEQUALITY;  LINEAGE;  GROWTH;  IMPACT;  MATTER; VARYING MODEL APPROACH;  REGRESSION-MODELS;  UNIT-ROOT;  TESTS;  POWER; EFFICIENCY;  LAW,GROWTH,IMPACT,INEQUALITY,15,-0,,None,None,None,0,1,3,Japan,Asia,4
2018,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,4,4,NA,4,STOCK-MARKET;  BUSINESS CYCLES;  TURNING-POINTS;  BOND MARKET;  REFORM ACT;  CIVIL-WAR;  RUSSIA;  UNCERTAINTY;  PRICE;  VOLATILITY,BOND MARKET,BUSINESS CYCLES,CIVIL-WAR,10,-0,,None,None,None,0,0,1,Japan,Asia,1
2018,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,24,24,NA,24,SECULAR TREND;  HEIGHT;  HEALTH;  INCOME;  SCHOOL;  INTERVENTIONS;  REGRESSION;  HOUSEHOLD;  STATURE;  LONDON,HEALTH,HEIGHT,HOUSEHOLD,10,-0,,None,None,None,0,0,1,Japan,Asia,1
2019,CLIOMETRICA,1,1,2,NA,5,5,NA,5,CLIMATE-CHANGE;  ECONOMIC-IMPACTS;  TYPHOID-FEVER;  MORTALITY;  HEALTH;  TEMPERATURE;  ADAPTATION;  CHILDREN;  DECLINE;  BURDEN,ADAPTATION,BURDEN,CHILDREN,10,-0,,None,None,None,0,1,1,Japan,Asia,0
2019,ECONOMIC HISTORY REVIEW,1,2,1.5,0.7071067811865476,20,10,1.4142135623730951,11,NATURAL DISASTERS;  INTEGRATION;  ECONOMY; MIGRATION;  CHINA,CHINA,ECONOMY,INTEGRATION,5,-0,,None,None,None,0,0,1,Japan,Asia,1
2019,EXPLORATIONS IN ECONOMIC HISTORY,1,2,4,1.4142135623730951,26,13,12.727922061357855,22,ECONOMY;  INCOME;  WAGES;  GDP; MONETARY-POLICY;  GOLD STANDARD;  FISCAL DOMINANCE;  FINANCIAL CRISES;  GLOBALIZATION;  SEIGNIORAGE;  DEPRESSION;  STABILITY;  RECOVERY;  CURRENCY,CURRENCY,DEPRESSION,FINANCIAL CRISES,14,-0,,None,None,None,0,1,2,Japan,Asia,2
2019,JOURNAL OF DEVELOPMENT ECONOMICS,0,2,1,0,27,13.5,10.606601717798213,21,REGRESSION DISCONTINUITY DESIGNS;  ALLOCATION;  EUROPE; KINSHIP;  RISK,ALLOCATION,EUROPE,RISK,5,-0,,None,None,None,0,1,2,Japan,Asia,0
2020,ECONOMIC HISTORY REVIEW,1,4,1.5,0.5773502691896257,13,3.25,4.272001872658765,9,WORLD-TRADE;  GROWTH;  IMPERIALISM;  EXPANSION;  EVOLUTION;  GERMANY; PURCHASING POWER PARITY;  INTERNATIONAL COMPARISONS;  EAST-ASIA;  REAL GDP;  GROWTH;  CHINA;  JAPAN;  INDUSTRIALIZATION;  TRADE;  LABOR,GROWTH,CHINA,EAST-ASIA,16,-0,,None,None,None,0,0,1,Japan,Asia,2
2020,ECONOMIC MODELLING,0,1,3,NA,69,69,NA,69,ENERGY DEMAND;  CHANGE ADAPTATION;  CONSUMPTION;  IMPACTS;  PRICE;  ENDOGENEITY;  SENSITIVITY;  MORTALITY;  CHOICE;  INCOME,CHANGE ADAPTATION,CHOICE,CONSUMPTION,10,-0,,None,None,None,0,0,1,Japan,Asia,2
2020,JOURNAL OF DEVELOPMENT ECONOMICS,0,1,1,NA,2,2,NA,2,PROPERTY-RIGHTS;  ECONOMIC-PERFORMANCE;  INSTITUTIONS;  GROWTH;  TENURE;  CHINA;  INCENTIVES;  DEMOCRACY;  LEADERS;  LENGTH,CHINA,DEMOCRACY,ECONOMIC-PERFORMANCE,10,-0,,None,None,None,0,0,1,Japan,Asia,1
2020,JOURNAL OF INTERDISCIPLINARY HISTORY,1,3,1,0,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2020,SOCIAL SCIENCE HISTORY,1,1,1,NA,12,12,NA,12,PECULIAR SAMPLE;  SECULAR TREND;  AMERICAN;  HEIGHT;  GENDER;  HOUSEHOLD;  STATURE;  LONDON;  SLAVES;  HEALTH,AMERICAN,GENDER,HEALTH,10,-0,,None,None,None,0,0,1,Japan,Asia,0
2021,AMERICAN ECONOMIC REVIEW,0,1,4,NA,12,12,NA,12,EVOLUTION;  SEARCH,SEARCH,EVOLUTION,None,2,-0,,None,None,None,0,0,1,Japan,Asia,0
2021,ECONOMIC HISTORY REVIEW,1,4,1.25,0.5,3,1,1.7320508075688772,3,GROWTH;  MODEL,MODEL,GROWTH,None,2,-0,,None,None,None,0,0,0,Japan,Asia,0
2021,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,2,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2022,ECONOMIC HISTORY REVIEW,1,1,1,NA,5,5,NA,5,FETAL ORIGINS;  GROWTH;  LONG;  IMPACT;  OUTCOMES;  STRESS;  EXPOSURE;  SHOCKS,EXPOSURE,GROWTH,IMPACT,8,-0,,None,None,None,0,0,0,Japan,Asia,0
2022,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,2,2,NA,2,FEDERAL-RESERVE;  BANKING PANICS;  MONETARY INTERVENTION;  LIQUIDITY PROVISION;  DEPOSIT INSURANCE;  RUNS;  SYSTEM;  POLICY;  RISK,BANKING PANICS,DEPOSIT INSURANCE,LIQUIDITY PROVISION,9,-0,,None,None,None,0,0,1,Japan,Asia,1
2022,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,2,2,NA,2,FISCAL DECENTRALIZATION;  CHINA;  FEDERALISM;  PERFORMANCE;  EXPENDITURE;  PARTY,CHINA,EXPENDITURE,FEDERALISM,6,-0,,None,None,None,0,0,1,Japan,Asia,1
2022,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2022,REVIEW OF FINANCIAL STUDIES,0,1,2,NA,5,5,NA,5,MACROECONOMIC MODEL;  CROSS-SECTION;  STOCK;  LEVERAGE;  TESTS,CROSS-SECTION,LEVERAGE,STOCK,5,-0,,None,None,None,0,0,1,Japan,Asia,1
2022,SOCIAL SCIENCE HISTORY,1,2,2,1.4142135623730951,0,0,0,0,PNEUMONIC PLAGUE,PNEUMONIC PLAGUE,None,None,1,-0,,None,None,None,0,0,2,Japan,Asia,1
2023,ECONOMIC HISTORY REVIEW,1,3,1,0,0,0,0,0,NETWORK EXTERNALITIES;  MONETARY;  HISTORY;  CHINA; WORLD-WAR-II;  LABOR-FORCE PARTICIPATION;  45 BILLION DOLLARS;  UNITED-STATES;  PRIVATE INVESTMENT;  GROWTH;  REASSESSMENT;  CONVERGENCE;  EXPLANATION;  ECONOMY,45 BILLION DOLLARS,CHINA,CONVERGENCE,14,-0,Japan Foundation,Japan Foundation,None,None,1,0,1,Japan,Asia,3
2023,ECONOMICS LETTERS,0,1,3,NA,0,0,NA,0,NONLINEAR MONETARY DYNAMICS;  LYAPUNOV EXPONENTS;  VELOCITY;  TESTS,LYAPUNOV EXPONENTS,TESTS,VELOCITY,4,-0,,None,None,None,0,0,0,Japan,Asia,2
2023,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,0,0,NA,0,GREAT DIVERGENCE;  LIVING STANDARDS;  ECONOMIC-GROWTH;  PRICES;  ENGLAND;  EUROPE;  LABOR;  ASIA,ASIA,ECONOMIC-GROWTH,ENGLAND,8,-0,Calouste Gulbenkian Foundation [229548];  Calouste Gulbenkian Foundation,Calouste Gulbenkian Foundation,Calouste Gulbenkian Foundation [229548],None,2,0,1,Japan,Asia,0
2023,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,1,1,NA,1,,None,None,None,0,-0,,None,None,None,0,0,1,Japan,Asia,0
2023,JOURNAL OF INTERDISCIPLINARY HISTORY,1,2,1,0,0,0,0,0,,None,None,None,0,-0,,None,None,None,0,0,0,Japan,Asia,0
2024,EUROPEAN JOURNAL OF POLITICAL ECONOMY,0,1,1,NA,0,0,NA,0,GREAT REFORM ACT;  WOMENS SUFFRAGE;  FRANCHISE EXTENSION;  COMPETITION;  DEMOCRACY;  EUROPE;  GROWTH;  ELITE;  MODEL;  SIZE,COMPETITION,DEMOCRACY,ELITE,10,-0,,None,None,None,0,0,0,Japan,Asia,2
2006,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,15,15,NA,15,PUBLIC PRODUCTION,PUBLIC PRODUCTION,None,None,1,-0,,None,None,None,0,0,0,Jordan,Asia,1
2023,JOURNAL OF DEVELOPMENT ECONOMICS,0,1,3,NA,1,1,NA,1,MAIMONIDES RULE;  CLASS SIZE;  IMMIGRATION;  IMPACT,CLASS SIZE,IMMIGRATION,IMPACT,4,-0,,None,None,None,0,0,0,Jordan,Asia,1
2012,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,7,7,NA,7,EXCESS FEMALE MORTALITY;  MISSING WOMEN;  INDIA;  ENGLAND;  DISEASE;  NUMBER;  INCOME,DISEASE,ENGLAND,INCOME,7,-0,,None,None,None,0,0,1,Kazakhstan,Asia,3
1999,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Kenya,Africa,1
2004,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Kenya,Africa,0
2005,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Kenya,Africa,0
2006,REVIEW OF ECONOMICS AND STATISTICS,0,1,2,NA,38,38,NA,38,PRODUCTIVITY;  SELECTION;  SEARCH;  RETURN,RETURN,SEARCH,SELECTION,4,-0,,None,None,None,0,0,1,Kenya,Africa,2
2014,ECONOMIC HISTORY REVIEW,1,1,2,NA,64,64,NA,64,REVENUE,REVENUE,None,None,1,-0,,None,None,None,0,0,1,Kenya,Africa,0
2015,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Kenya,Africa,0
2015,JOURNAL OF DEVELOPMENT ECONOMICS,0,1,1,NA,85,85,NA,85,SUB-SAHARAN AFRICA;  FRENCH-WEST-AFRICA;  HEALTH EVIDENCE;  SLAVE-TRADE;  EDUCATION;  POLYGYNY;  MARRIAGE;  FERTILITY;  ORIGINS;  IMPACT,EDUCATION,FERTILITY,FRENCH-WEST-AFRICA,10,-0,,None,None,None,0,0,0,Kenya,Africa,3
2016,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Kenya,Africa,0
2018,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Kenya,Africa,0
2019,ECONOMIC HISTORY REVIEW,1,1,1,NA,7,7,NA,7,ECONOMIC-DEVELOPMENT;  POLITICAL-ECONOMY;  COLONIAL LEGACY;  SERVICE REFORM,COLONIAL LEGACY,POLITICAL-ECONOMY,SERVICE REFORM,4,-0,,None,None,None,0,0,1,Kenya,Africa,1
2022,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Kenya,Africa,0
2019,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,18,18,NA,18,YERSINIA-PESTIS;  BLACK-DEATH;  PLAGUE;  PERSISTENCE;  ORIGIN;  SEX,BLACK-DEATH,ORIGIN,PERSISTENCE,6,-0,,None,None,None,0,0,1,Kyrgyzstan,Asia,0
2020,JOURNAL OF DEVELOPMENT ECONOMICS,0,1,1,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Laos,Asia,0
2006,REVIEW OF ECONOMICS AND STATISTICS,0,1,3,NA,285,285,NA,285,CLIMATE-CHANGE,CLIMATE-CHANGE,None,None,1,-0,,None,None,None,0,1,1,Latvia,Europe,1
2009,CLIOMETRICA,1,1,2,NA,4,4,NA,4,TERRORISM,TERRORISM,None,None,1,-0,,None,None,None,0,0,0,Latvia,Europe,1
2010,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,20,20,NA,20,MORTALITY;  FERTILITY;  GROWTH;  TRANSITION;  STAGNATION;  DYNAMICS;  PROGRESS;  DECLINE;  PRICES;  MODELS,DECLINE,DYNAMICS,FERTILITY,10,-0,,None,None,None,0,0,0,Latvia,Europe,2
2012,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,42,42,NA,42,INEQUALITY;  GOVERNMENT;  POVERTY;  TRUST,GOVERNMENT,POVERTY,TRUST,4,-0,,None,None,None,0,0,0,Latvia,Europe,0
2014,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,14,14,NA,14,ECONOMIC-DEVELOPMENT,ECONOMIC-DEVELOPMENT,None,None,1,-0,,None,None,None,0,0,0,Latvia,Europe,0
2014,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,24,24,NA,24,RESPONSIBILITY SYSTEM;  PEASANTS;  REFORMS;  EFFICIENCY;  COSTS,COSTS,EFFICIENCY,PEASANTS,5,-0,,None,None,None,0,0,0,Latvia,Europe,1
2015,ECONOMIC HISTORY REVIEW,1,1,2,NA,6,6,NA,6,COTTON;  DEINDUSTRIALIZATION;  MARKET;  EAST,DEINDUSTRIALIZATION,EAST,MARKET,4,-0,,None,None,None,0,0,0,Latvia,Europe,0
2015,HISTORICAL METHODS,1,1,3,NA,3,3,NA,3,STOCHASTIC SALVO MODEL;  COMBAT;  BATTLE,BATTLE,COMBAT,STOCHASTIC SALVO MODEL,3,-0,,None,None,None,0,0,1,Latvia,Europe,3
2015,SOCIAL SCIENCE HISTORY,1,1,1,NA,6,6,NA,6,,None,None,None,0,-0,,None,None,None,0,0,0,Latvia,Europe,0
2017,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,2,2,NA,2,MARITIME TRADE,MARITIME TRADE,None,None,1,-0,,None,None,None,0,0,1,Latvia,Europe,1
2018,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,3,NA,3,3,NA,3,,None,None,None,0,-0,,None,None,None,0,0,1,Latvia,Europe,0
2019,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,3,NA,6,6,NA,6,CLIMATE-CHANGE;  VARIABILITY;  DYNAMICS;  INSIGHTS,DYNAMICS,INSIGHTS,VARIABILITY,4,-0,,None,None,None,0,0,1,Latvia,Europe,1
2021,ECONOMIC HISTORY REVIEW,1,1,2,NA,2,2,NA,2,PRODUCTIVITY GROWTH;  EAST;  INDUSTRIALIZATION;  TECHNOLOGY;  INDUSTRY;  REFORM;  POLICY;  TRADE,EAST,INDUSTRIALIZATION,INDUSTRY,8,-0,,None,None,None,0,0,1,Latvia,Europe,0
2022,CLIOMETRICA,1,1,2,NA,3,3,NA,3,REVOLUTION,REVOLUTION,None,None,1,-0,,None,None,None,0,0,1,Latvia,Europe,0
2022,ECONOMIC HISTORY REVIEW,1,1,1,NA,2,2,NA,2,INTEREST-RATES;  INFORMATION;  MARKET;  SOUTH;  AGRICULTURE,AGRICULTURE,INFORMATION,MARKET,5,-0,,None,None,None,0,0,0,Latvia,Europe,0
2022,SOCIAL SCIENCE HISTORY,1,1,3,NA,0,0,NA,0,HEIGHT;  INEQUALITY;  SHRINKING;  STATURE,INEQUALITY,SHRINKING,STATURE,4,-0,,None,None,None,0,0,1,Latvia,Europe,0
2023,AMERICAN ECONOMIC REVIEW,0,1,3,NA,3,3,NA,3,STATE;  INEQUALITY;  DEMOCRACY;  CLIMATE;  CITIES;  TRADE,CITIES,CLIMATE,DEMOCRACY,6,-0,,None,None,None,0,0,1,Latvia,Europe,0
2023,CLIOMETRICA,1,1,5,NA,2,2,NA,2,ECONOMIC-GROWTH;  INCOME,INCOME,ECONOMIC-GROWTH,None,2,-0,,None,None,None,0,0,1,Latvia,Europe,0
2023,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,0,0,NA,0,HOLDOUT PROBLEM;  WATER LAW;  LAND;  COMPENSATION;  IRRIGATION;  VALLEY;  STATES,COMPENSATION,IRRIGATION,LAND,7,-0,,None,None,None,0,0,0,Latvia,Europe,3
2023,JOURNAL OF DEVELOPMENT ECONOMICS,0,1,2,NA,0,0,NA,0,LABOR-FORCE PARTICIPATION;  DIVISION-OF-LABOR;  INTERGENERATIONAL TRANSMISSION;  ROLE ATTITUDES;  WOMEN;  COOPERATION;  ENDOWMENTS;  CULTURE;  ORIGINS;  ROOTS,COOPERATION,CULTURE,DIVISION-OF-LABOR,10,-0,,None,None,None,0,0,1,Latvia,Europe,2
2024,CLIOMETRICA,1,1,5,NA,4,4,NA,4,REAL WAGES;  GROWTH;  GDP,GDP,GROWTH,REAL WAGES,3,-0,,None,None,None,0,0,1,Latvia,Europe,0
2001,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Lebanon,Asia,0
2002,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Lebanon,Asia,0
